tl,hanzi,frequency
kè-ge̍h,過月,25
kè-kî,過期,25
kè-pán,過板,25
kè-ki,過枝,25
kè-bâi,過楣,25
kè-kiô,過橋,25
kè-khuì,過氣,25
kè-tsuí,過水,25
kè-iûnn,過洋,25
kè-ua̍h,過活,25
kè-liû,過流,25
kè-lâu,過流,25
kè-hái,過海,25
kè-tiû,過淘,25
kè-tōo,過渡,25
kè-káng,過港,25
kè-liù,過溜,25
kè-khue,過溪,25
kè-phiò,過漂,25
kò-kik,過激,25
kè-hé,過火,25
kè-liān,過煉,25
kè-si̍k,過熟,25
kè-lôo,過爐,25
kè-ông,過王,25
kè-pan,過班,25
kè-tinn,過甜,25
kè-huan,過番,25
kè-tsìng,過症,25
kè-giàn,過癮,25
ké-giàn,過癮,25
kè-pe̍h,過白,25
kè-phê,過皮,25
kè-puânn,過盤,25
kè-ba̍k,過目,25
kè-bîn,過眠,25
kè-pōng,過磅,25
kè-buâ,過磨,25
kè-kun,過筋,25
kè-hún,過粉,25
kè-liâu,過繚,25
kè-tsîn,過繩,25
kè-kè,過繼,25
kè-hua̍t,過罰,25
kè-kha,過腳,25
kò-po,過褒,25
kè-hok,過覆,25
kè-phîng,過評,25
kè-khiam,過謙,25
kò-khiam,過謙,25
kè-kòng,過貢,25
kè-siàu,過賬,25
kè-tsiok,過足,25
kè-lōo,過路,25
kè-kè,過過,25
kè-tō,過道,25
kè-suán,過選,25
kè-gûn,過銀,25
kè-phoo,過鋪,25
kè-thuàn,過鍛,25
kè-mn̂g,過門,25
kè-khui,過開,25
kè-kuan,過關,25
kè-hān,過限,25
kè-ān,過限,25
kè-bīn,過面,25
kè-thâu,過頭,25
kè-gia̍h,過額,25
kè-û,過餘,25
kè-ki,過饑,25
kè-bé,過馬,25
kè-giām,過驗,25
kè-kut,過骨,25
kè-kuí,過鬼,25
kè-tiám,過點,25
at-hē,遏下,25
at-á,遏仔,25
at-kè,遏價,25
at-tsè,遏制,25
at-tshi̍h,遏壓,25
at-suah,遏息,25
at-tsí,遏止,25
at-me̍h,遏脈,25
at-huih,遏血,25
at-at,遏遏,25
at-lat,遏遏,25
tō-jîn,道人,25
tō-kong,道光,25
tō-tiûnn,道場,25
tō-tuânn,道壇,25
tō-tân,道壇,25
tō-sū,道士,25
tō-koo,道姑,25
tō-ka,道家,25
tō-tshe,道差,25
tō-kun,道巾,25
tō-sim,道心,25
tō-táu,道斗,25
tō-su,道書,25
tō-iâ,道爺,25
tō-tâi,道臺,25
tō-su̍t,道術,25
tō-phâu,道袍,25
tō-lōo,道路,25
tō-īnn,道院,25
ta̍t-pô,達婆,25
ta̍t-môo,達摩,25
ta̍t-ti,達知,25
ta̍t-kuan,達觀,25
uî-lē,違例,25
uî-huán,違反,25
uî-bīng,違命,25
uî-sik,違式,25
uî-huat,違法,25
uî-huān,違犯,25
uî-kìm,違禁,25
uî-suàn,違算,25
uî-iok,違約,25
uî-gi̍k,違逆,25
iâu-sióng,遙想,25
iâu-pài,遙拜,25
iâu-tsiok,遙祝,25
iâu-uán,遙遠,25
sùn-uī,遜位,25
tē-sìn,遞信,25
tē-nî,遞年,25
tuē-kè,遞解,25
tuē-sàng,遞送,25
tē-sàng,遞送,25
hn̄g-tau,遠兜,25
uán-pia̍t,遠別,25
uán-in,遠因,25
uán-tsing,遠征,25
uán-tsì,遠志,25
uán-lū,遠慮,25
uán-hong,遠方,25
uán-bōng,遠望,25
uán-hîng,遠行,25
uán-sī,遠視,25
uán-tshin,遠親,25
hn̄g-lōo,遠路,25
hn̄g-kūn,遠近,25
uán-kūn,遠近,25
uán-kik,遠隔,25
khián-sù,遣使,25
khián-phài,遣派,25
tú-tshian,適中,25
tú-á,適仔,25
tú-tsiah,適即,25
tú-ha̍h,適合,25
tú-hó,適好,25
sik-gî,適宜,25
tú-tshái,適彩,25
tú-tn̄g,適撞,25
sik-iōng,適用,25
tú-tshiāng,適衝,25
sik-tshù,適趣,25
tú-gū,適遇,25
tú-tú,適適,25
tso-luān,遭亂,25
tso-kiap,遭劫,25
tso-iong,遭殃,25
tso-un,遭瘟,25
tso-thiat,遭跌,25
tso-hông,遭逢,25
tso-tsian,遭遷,25
tso-lān,遭難,25
jia-kng,遮光,25
tsa̍h-kng,遮光,25
tsia-kng,遮光,25
jia-ba̍t,遮密,25
jia-sìnn,遮扇,25
jia-iám,遮掩,25
tsia-iam,遮掩,25
tsia-nuâ,遮攔,25
jia-tuān,遮斷,25
tsia-tuān,遮斷,25
jia-àm,遮暗,25
tsa̍h-àm,遮暗,25
tsia-keh,遮格,25
tsa̍h-hé,遮火,25
jia-ba̍k,遮目,25
jia-muâ,遮瞞,25
tsia-muâ,遮瞞,25
jia-khàm,遮蓋,25
jia-pè,遮蔽,25
tsia-pè,遮蔽,25
tsa̍h-lōo,遮路,25
ann-ann,遮遮,25
tsia-tsia,遮遮,25
tsia-tsa̍h,遮閘,25
jia-iûnn,遮陽,25
jia-hōo,遮雨,25
tsia-hōo,遮雨,25
tsa̍h-hong,遮風,25
tsia-hong,遮風,25
tî-khik,遲刻,25
tî-iân,遲延,25
tî-tōng,遲撞,25
tî-gî,遲疑,25
tî-uān,遲緩,25
tî-sok,遲速,25
tî-tūn,遲鈍,25
tsun-bīng,遵命,25
tsun-kàu,遵教,25
tshian-ku,遷居,25
tshian-kang,遷工,25
tshian-iân,遷延,25
tshian-suá,遷徙,25
tshiân-tshiú,遷手,25
tshian-kuan,遷棺,25
tshian-î,遷移,25
tshian-tsòng,遷葬,25
tshian-tsáu,遷走,25
tshian-tshian,遷遷,25
tshiân-tshiân,遷遷,25
tshian-too,遷都,25
tshian-phoo,遷鋪,25
suán-jīm,選任,25
suán-tīng,選定,25
suán-pua̍t,選拔,25
suán-ji̍t,選日,25
suán-ang,選翁,25
suán-kú,選舉,25
suán-suán,選選,25
uî-sio̍k,遺俗,25
uî-bīng,遺命,25
uî-tsiok,遺囑,25
uî-sit,遺失,25
uî-tsú,遺子,25
uî-jiō,遺尿,25
uî-tik,遺德,25
uî-sìng,遺性,25
uî-hūn,遺恨,25
uî-tso̍k,遺族,25
uî-su,遺書,25
uî-khì,遺棄,25
uî-gia̍p,遺業,25
uî-to̍k,遺毒,25
uî-lāu,遺漏,25
uî-bu̍t,遺物,25
uî-sán,遺產,25
uî-liû,遺留,25
uî-kó,遺稿,25
uî-tsing,遺精,25
uî-giân,遺言,25
uî-hùn,遺訓,25
uî-tsik,遺跡,25
uî-hong,遺風,25
uî-kut,遺骨,25
uî-hâi,遺骸,25
liâu-bāng,遼望,25
liâu-uán,遼遠,25
pī-sè,避世,25
pī-luān,避亂,25
pī-huán,避反,25
pī-hiâm,避嫌,25
pī-sú,避暑,25
pī-huì,避諱,25
pī-pī,避避,25
pī-lān,避難,25
pī-hong,避風,25
hiau-tshíng,邀請,25
hāi-hōo,邂逅,25
huân-sio̍k,還俗,25
huân-tsè,還債,25
hîng-tsè,還債,25
huân-tōng,還動,25
hîng-khòo,還庫,25
huān-tit,還得,25
hîng-siàu,還賬,25
huân-huân,還還,25
hân-hân,還還,25
hîng-hîng,還還,25
huân-iông,還陽,25
hîng-guān,還願,25
huân-hûn,還魂,25
pian-sài,邊塞,25
pinn-lóo,邊櫓,25
pinn-pan,邊班,25
pian-kài,邊界,25
pian-kiong,邊疆,25
pinn-kak,邊角,25
pian-kuan,邊關,25
tá-uī,那位,25
ná-sái,那使,25
tá-khì,那去,25
ná-tsún,那準,25
ná-siáu,那痟,25
tá-lo̍h,那落,25
ná-lí,那裡,25
ná-kuí,那鬼,25
pang-kok,邦國,25
pang-ka,邦家,25
siâ-sū,邪事,25
siâ-kháu,邪巧,25
siâ-sim,邪心,25
siâ-liām,邪念,25
siâ-ok,邪惡,25
siâ-hì,邪戲,25
siâ-kàu,邪教,25
siâ-khiok,邪曲,25
siâ-tsìng,邪正,25
siâ-khì,邪氣,25
siâ-huat,邪法,25
siâ-îm,邪淫,25
siâ-hé,邪火,25
siâ-tsìng,邪症,25
siâ-sîn,邪神,25
siâ-su̍t,邪術,25
siâ-suat,邪說,25
siâ-lōo,邪路,25
siâ-tō,邪道,25
siâ-siâ,邪邪,25
siâ-kuí,邪鬼,25
siâ-tshut,邪齣,25
hâm-tan,邯鄲,25
kau-guân,郊原,25
kau-guā,郊外,25
kau-hōo,郊戶,25
kau-iá,郊野,25
kūn-tsú,郡主,25
kūn-siú,郡守,25
kūn-ông,郡王,25
kūn-kuāinn,郡縣,25
kūn-gê,郡衙,25
kūn-tiúnn,郡長,25
kūn-má,郡馬,25
pōo-hā,部下,25
pōo-ē,部下,25
pōo-kuann,部官,25
pōo-sio̍k,部屬,25
pōo-bûn,部文,25
pōo-huē,部會,25
pōo-tsiò,部照,25
pōo-puânn,部盤,25
pōo-tiúnn,部長,25
pōo-luī,部類,25
keh-kū,郭巨,25
tâm-tsú,郯子,25
iû-kiānn,郵件,25
iû-piān,郵便,25
iû-huē,郵匯,25
iû-kià,郵寄,25
iû-tshe,郵差,25
iû-ia̍h,郵役,25
iû-phiò,郵票,25
iû-tsûn,郵船,25
iû-huì,郵費,25
too-hā,都下,25
to-iā,都也,25
too-si,都司,25
to-teh,都在,25
too-tok,都督,25
too-thóng,都統,25
to-tio̍h,都著,25
tòo-tio̍h,都著,25
too-phí,都鄙,25
hiunn-ē,鄉下,25
hiong-pó,鄉保,25
hiong-ióng,鄉勇,25
hiunn-tsng,鄉庄,25
hiunn-tshng,鄉村,25
hiunn-siā,鄉社,25
hiong-sin,鄉紳,25
hiong-ló,鄉老,25
hiong-sì,鄉試,25
hiong-tâm,鄉談,25
hiunn-tâm,鄉談,25
hiong-hiân,鄉賢,25
hiunn-kan,鄉間,25
hiong-tóng,鄉黨,25
phí-sio̍k,鄙俗,25
phí-līn,鄙吝,25
phí-hu,鄙夫,25
phí-uí,鄙委,25
phí-huâi,鄙懷,25
phí-gián,鄙臉,25
phí-lián,鄙臉,25
phí-po̍k,鄙薄,25
phí-kiàn,鄙見,25
phí-tsiān,鄙賤,25
phí-phí,鄙鄙,25
phí-lî,鄙釐,25
phí-thué,鄙體,25
tīng-sing,鄭聲,25
lîn-iū,鄰右,25
lîn-kok,鄰國,25
lîn-ke,鄰家,25
lîn-kūn,鄰近,25
lîn-lí,鄰里,25
iú-sî,酉時,25
iú-ge̍h,酉月,25
iū-iū,酉酉,25
tsiok-hū,酌婦,25
tsiok-liōng,酌量,25
phuè-tîng,配亭,25
phuè-ngóo,配偶,25
phuè-tsāi,配儎,25
phuè-hô,配和,25
phuè-hun,配婚,25
phuè-tuì,配對,25
phuè-tshah,配插,25
phuè-tah,配搭,25
phuè-kíng,配景,25
phuè-pún,配本,25
phuè-pí,配比,25
phuè-tong,配當,25
phuè-la̍p,配納,25
phuè-tì,配置,25
phuè-ang,配翁,25
phuè-tsûn,配船,25
phuè-sik,配色,25
phè-tê,配茶,25
phuè-io̍h,配藥,25
phuè-tshin,配親,25
phuè-hè,配貨,25
phuè-ta̍t,配達,25
phè-phè,配配,25
phè-tsiú,配酒,25
phuè-thâu,配頭,25
tsiú-jîn,酒仁,25
tsiú-sian,酒仙,25
tsiú-līng,酒令,25
tsiú-pó,酒保,25
tsiú-kè,酒價,25
tsiú-kāu,酒厚,25
tsiú-iú,酒友,25
tsiú-bī,酒味,25
tsiú-that,酒塞,25
tsiú-iàn,酒宴,25
tsiú-sia̍h,酒席,25
tsiú-si̍k,酒席,25
tsiú-khòo,酒庫,25
tsiú-tôo,酒徒,25
tsiú-tik,酒德,25
tsiú-ì,酒意,25
tsiú-hì,酒戲,25
tsiú-thiu,酒抽,25
tsiú-liāu,酒料,25
tsiú-khok,酒柝,25
tsiú-tháng,酒桶,25
tsiú-lâu,酒樓,25
tsiú-bú,酒母,25
tsiú-to̍k,酒毒,25
tsiú-khuì,酒氣,25
tsiú-khì,酒氣,25
tsiú-lāu,酒漏,25
tsiú-tsàu,酒灶,25
tsiú-tsiok,酒爵,25
tsiú-pâi,酒牌,25
tsiú-kông,酒狂,25
tsiú-siáu,酒狂,25
tsiú-pân,酒瓶,25
tsiú-au,酒甌,25
tsiú-àng,酒甕,25
tsiú-tinn,酒甜,25
tsiú-tī,酒痔,25
tsiú-hong,酒瘋,25
tsiú-phiah,酒癖,25
tsiú-tian,酒癲,25
tsiú-tsuánn,酒盞,25
tsiú-sè,酒稅,25
tsiú-khut,酒窟,25
tsiú-iân,酒筵,25
tsiú-tiû,酒籌,25
tsiú-lóng,酒籠,25
tsiú-phoh,酒粕,25
tsiú-tsing,酒精,25
tsiú-tsau,酒糟,25
tsiú-thâm,酒罈,25
tsiú-sù,酒肆,25
tsiú-bah,酒肉,25
tsiú-ngâu,酒肴,25
tsiú-hìng,酒興,25
tsiú-phòo,酒舖,25
tsiú-sik,酒色,25
tsiú-pôo,酒苞,25
tsiú-tshài,酒菜,25
tsiú-hóo,酒虎,25
tsiú-uē,酒話,25
tsiú-thè,酒退,25
tsiú-phè,酒配,25
tsiú-lé,酒醴,25
tsiú-liōng,酒量,25
tsiú-tsînn,酒錢,25
tsiú-tsing,酒鐘,25
tsiú-thâu,酒頭,25
tsiú-si̍t,酒食,25
tsiú-kuán,酒館,25
tsiú-kuí,酒鬼,25
tsiú-pih,酒鼊,25
tsiú-kóo,酒𥑮,25
soo-khak,酥殼,25
soo-thn̂g,酥糖,25
soo-soo,酥酥,25
soo-piánn,酥餅,25
siû-lô,酬勞,25
siû-pò,酬報,25
siû-sîn,酬神,25
siû-kim,酬金,25
tôo-bî,酴醾,25
kànn-bú,酵母,25
tok-lâng,酷人,25
khok-lik,酷勒,25
khò-gâi,酷呆,25
khok-sú,酷暑,25
khok-to̍k,酷毒,25
khok-jia̍t,酷熱,25
khok-sik,酷索,25
tok-kuì,酷貴,25
tok-tok,酷酷,25
sng-bī,酸味,25
sng-eh,酸噎,25
sng-bé,酸尾,25
sng-bui,酸微,25
sng-phi,酸披,25
sng-bôo,酸模,25
sng-kiat,酸橘,25
sng-khuì,酸氣,25
sng-tsuí,酸水,25
sng-ám,酸湆,25
sng-lam,酸甘,25
sng-sún,酸筍,25
sng-tîn,酸籐,25
sng-tshài,酸菜,25
sng-sann,酸衫,25
sng-sng,酸酸,25
am-kue,醃瓜,25
sûn-hōo,醇厚,25
sûn-liông,醇良,25
tsuì-tiānn,醉定,25
tsuì-ì,醉意,25
tsuì-hàn,醉漢,25
tsuì-gán,醉眼,25
tsuì-ong,醉翁,25
tsuì-kè,醉過,25
tsuì-tsiú,醉酒,25
tsuì-tshínn,醉醒,25
tshòo-phi,醋披,25
tshòo-bú,醋母,25
tshòo-àng,醋甕,25
tshòo-sîn,醋神,25
tshòo-tsing,醋精,25
tshòo-tsau,醋糟,25
tshòo-kiunn,醋薑,25
tshínn-tshuì,醒嘴,25
síng-gōo,醒悟,25
tshínn-ngōo,醒悟,25
tshínn-khuì,醒氣,25
tshínn-ba̍k,醒目,25
tshínn-bîn,醒眠,25
tshínn-tshínn,醒醒,25
bái-hé,醜火,25
bái-hè,醜貨,25
i-tsheh,醫冊,25
i-uân,醫員,25
i-sū,醫士,25
i-hó,醫好,25
i-ha̍k,醫學,25
i-kuann,醫官,25
i-ka,醫家,25
i-sí,醫死,25
i-tī,醫治,25
i-huat,醫法,25
i-lí,醫理,25
i-pīnn,醫病,25
i-liâu,醫療,25
i-kho,醫科,25
i-su̍t,醫術,25
i-i,醫醫,25
i-tiúnn,醫長,25
i-īnn,醫院,25
i-kuán,醫館,25
tsiùnn-hn̂g,醬園,25
tsiùnn-liāu,醬料,25
tsiùnn-tsuí,醬水,25
tsiùnn-tshing,醬清,25
tsiùnn-kue,醬瓜,25
tsiùnn-sik,醬色,25
tsiùnn-tshài,醬菜,25
tsiùnn-kiunn,醬薑,25
tsiùnn-tsiùnn,醬醬,25
tsiùnn-kiâm,醬鹹,25
tsiò-sū,醮事,25
tsiò-tuânn,醮壇,25
tsiò-pńg,醮榜,25
jiòng-bi̍t,釀蜜,25
tshái-tē,采地,25
tshái-khûn,采芹,25
iu-tsio̍h,釉石,25
iu-iu,釉釉,25
sik-tiān,釋奠,25
sik-ka,釋家,25
sik-hòng,釋放,25
sik-kàu,釋教,25
sik-gî,釋疑,25
sik-gī,釋義,25
lí-thîng,里程,25
tiông-kiú,重九,25
tiông-ngóo,重五,25
tiông-jīm,重任,25
tiōng-jīm,重任,25
tîng-jīm,重任,25
tiông-siu,重修,25
tāng-táu,重倒,25
tiōng-ta̍t,重值,25
tîng-tsuè,重做,25
tāng-tsè,重債,25
tāng-siong,重傷,25
tîng-kè,重價,25
tāng-tsāi,重儎,25
thōng-tsheh,重冊,25
tîng-tsài,重再,25
tiōng-hîng,重刑,25
tāng-hîng,重刑,25
tāng-lāi,重利,25
tiông-ngóo,重午,25
tîng-tshù,重厝,25
tîng-mn̄g,重問,25
tîng-sng,重喪,25
tiông-uî,重圍,25
tiōng-tē,重地,25
tāng-ba̍k,重墨,25
tiōng-tāi,重大,25
tîng-hun,重婚,25
tāng-hà,重孝,25
tîng-sím,重審,25
tîng-siá,重寫,25
tiōng-pó,重寶,25
tîng-tuì,重對,25
tîng-tiunn,重張,25
tiōng-ia̍h,重役,25
tîng-kám,重感,25
tāng-tshiú,重手,25
tāng-tànn,重擔,25
thiānn-bîng,重明,25
tāng-pún,重本,25
tîng-ní,重染,25
tiōng-àn,重案,25
tiōng-bú,重武,25
tîng-thng,重湯,25
tiōng-huān,重犯,25
tiōng-iōng,重用,25
tîng-thia̍p,重疊,25
tāng-pīnn,重病,25
tāng-tsìng,重症,25
tiōng-bîn,重眠,25
tāng-bîn,重眠,25
tiōng-khùn,重睏,25
tiōng-kìm,重禁,25
tāng-tshìn,重秤,25
tāng-sè,重稅,25
tāng-pit,重筆,25
tîng-sûn,重紋,25
tāng-tsuē,重罪,25
tāng-hua̍t,重罰,25
tiōng-gī,重義,25
tîng-huan,重翻,25
tāng-siann,重聲,25
tiōng-thìng,重聽,25
tîng-king,重肩,25
tiōng-sîn,重臣,25
tāng-tì,重致,25
tiōng-hing,重興,25
tîng-hing,重興,25
tîng-tsi̍h,重舌,25
tāng-io̍h,重藥,25
tiông-hok,重複,25
tîng-hok,重複,25
tāng-tsuā,重誓,25
tîng-tânn,重誤,25
tîng-khí,重起,25
tāng-sin,重身,25
thōng-kè,重過,25
thōng-thōng,重重,25
tîng-tîng,重重,25
tiōng-liōng,重量,25
tîng-khui,重開,25
tîng-ān,重限,25
tiông-iông,重陽,25
tiōng-lân,重難,25
tāng-bū,重霧,25
tāng-lōo,重露,25
tāng-tìm,重頓,25
tîng-thâu,重頭,25
tāng-thâu,重頭,25
tāng-hong,重風,25
tiōng-tsia̍h,重食,25
tāng-hiòng,重餉,25
tāng-n̂g,重黃,25
iá-jîn,野人,25
iá-sian,野仙,25
iá-sio̍k,野俗,25
iá-tsing,野僧,25
iá-ha̍p,野合,25
iá-bī,野味,25
iá-âu,野喉,25
iá-guā,野外,25
iá-iàn,野宴,25
iá-san,野山,25
iá-kìng,野徑,25
iá-song,野桑,25
iá-iūnn,野樣,25
iá-hàn,野漢,25
iá-lān,野瀾,25
iá-phàu,野炮,25
iá-gû,野牛,25
iá-khián,野犬,25
iá-tsōng,野狀,25
iá-hôo,野狐,25
iá-siù,野獸,25
iá-tsíng,野種,25
iá-phang,野芳,25
iá-kiok,野菊,25
iá-ôo,野葫,25
iá-phang,野蜂,25
iá-ti,野豬,25
iá-bâ,野貓,25
iá-niau,野貓,25
iá-tsha̍t,野賊,25
iá-tshiah,野赤,25
iá-lōo,野路,25
iá-tō,野道,25
iá-kue,野雞,25
iá-bé,野馬,25
iá-ah,野鴨,25
niū-á,量仔,25
niû-tsè,量債,25
liōng-sīng,量剩,25
niū-tuē,量地,25
niū-tué,量底,25
liōng-pit,量必,25
liōng-sióng,量想,25
liōng-tsá,量早,25
niū-kuáinn,量柺,25
līng-khuì,量氣,25
līng-lōo,量路,25
līng-līng,量量,25
niū-kau,量鉤,25
niū-thuî,量錘,25
niū-tô,量陀,25
niū-thâu,量頭,25
li-á,釐仔,25
lî-tíng,釐戥,25
lî-bua̍t,釐末,25
lî-tsí,釐止,25
lî-si,釐絲,25
li-li,釐釐,25
lih-lih,釐釐,25
lî-kim,釐金,25
kim-tan,金丹,25
kim-tsú,金主,25
kim-tsínn,金井,25
kim-tîng,金亭,25
kim-kong,金剛,25
kim-tshòng,金創,25
kim-uân,金員,25
kim-khì,金器,25
kim-siânn,金城,25
kim-tui,金堆,25
kim-tè,金塊,25
kim-thah,金塔,25
kim-kiánn,金子,25
kim-suann,金山,25
kim-kang,金工,25
kim-pi̍k,金帛,25
kim-iù,金幼,25
kim-tué,金底,25
kim-khòo,金庫,25
kim-sìnn,金扇,25
kim-táu,金斗,25
kim-tshinn,金星,25
kim-pue,金杯,25
kim-pán,金板,25
kim-kam,金柑,25
kim-tiâu,金條,25
kim-so,金梭,25
kim-tsó,金棗,25
kim-pńg,金榜,25
kim-kiat,金橘,25
kim-khak,金殼,25
kim-tiām,金殿,25
kim-tsuí,金水,25
kim-tsiap,金汁,25
kim-sua,金沙,25
kim-iû,金油,25
kim-ku̍t,金滑,25
kim-hu,金灰,25
kim-oo,金烏,25
kim-ìnn,金燕,25
kim-lôo,金爐,25
kim-pâi,金牌,25
kim-kâu,金猴,25
kim-sai,金獅,25
kim-gio̍k,金玉,25
kim-khuân,金環,25
kim-tún,金盾,25
kim-si̍k,金石,25
kim-tsio̍h,金石,25
kim-pōng,金磅,25
kim-phiò,金票,25
kim-kok,金穀,25
kim-tshīng,金穿,25
kim-tông,金童,25
kim-sún,金筍,25
kim-khoo,金箍,25
kim-po̍h,金箔,25
kim-tsiam,金簪,25
kim-láng,金籠,25
kim-hún,金粉,25
kim-siok,金粟,25
kim-tsing,金精,25
kim-si,金絲,25
kim-suànn,金線,25
kim-kha,金腳,25
kim-mo̍oh,金膜,25
kim-sik,金色,25
kim-hue,金花,25
kim-ing,金英,25
kim-kiok,金菊,25
kim-hio̍h,金葉,25
kim-liân,金蓮,25
kim-tsû,金薯,25
kim-io̍h,金藥,25
kim-siân,金蟬,25
kim-sîn,金蠅,25
kim-tshîng,金蠶,25
kim-tsuā,金行,25
kim-kak,金角,25
kim-giân,金言,25
kim-tāu,金豆,25
kim-sin,金身,25
kim-tūn,金遁,25
kim-pian,金邊,25
kim-kim,金金,25
kim-tsiam,金針,25
kim-thue,金釵,25
kim-gûn,金銀,25
kim-tiānn,金錠,25
kim-tsînn,金錢,25
kim-liān,金鏈,25
kim-tsing,金鐘,25
kim-sng,金閂,25
kim-lîng,金陵,25
kim-ke,金雞,25
kim-bīn,金面,25
kim-uann,金鞍,25
kim-tíng,金頂,25
kim-thâu,金頭,25
kim-khò,金顆,25
kim-hong,金風,25
kim-kè,金髻,25
kim-hî,金魚,25
kim-lân,金鱗,25
kim-khiu,金鳩,25
kim-hōng,金鳳,25
kim-ing,金鶯,25
kim-n̂g,金黃,25
kim-tiánn,金鼎,25
kim-kóo,金鼓,25
kim-ku,金龜,25
tìng-tiâu,釘住,25
tìng-tsheh,釘冊,25
tan-tshn̂g,釘床,25
ting-tshn̂g,釘床,25
ting-bán,釘挽,25
tan-í,釘椅,25
ting-í,釘椅,25
tìng-sí,釘死,25
tìng-to̍k,釘毒,25
tìng-tshìn,釘秤,25
tìng-hīng,釘行,25
ting-kiō,釘轎,25
ting-ting,釘釘,25
tìng-ting,釘釘,25
tìng-tìng,釘釘,25
ting-khînn,釘鉗,25
tìng-tsuān,釘鏇,25
tan-hia,釘靴,25
ting-hia,釘靴,25
ting-uê,釘鞋,25
tìng-iâm,釘鹽,25
tìng-tiám,釘點,25
tsiam-pau,針包,25
tsiam-khang,針孔,25
tsiam-tsáinn,針指,25
tsiam-tsí,針指,25
tsiam-huat,針法,25
tsiam-a̍h,針盒,25
tsiam-tâng,針筒,25
tsiam-khueh,針篋,25
tsiam-suànn,針線,25
tsiam-huih,針血,25
pín-sann,針衫,25
pín-tsiam,針針,25
tsiam-tsiam,針針,25
tsiam-hî,針魚,25
tiò-lâng,釣人,25
tiò-á,釣仔,25
tiò-tiâu,釣住,25
tiò-tâng,釣筒,25
tiò-suànn,釣線,25
tiò-tsô,釣艚,25
tiò-lí,釣裡,25
tiò-tiò,釣釣,25
tiò-kau,釣鉤,25
tiò-jī,釣餌,25
tiò-liâm,釣黏,25
tiò-khí,釣齒,25
tun-to,鈍刀,25
tūn-tshī,鈍市,25
tūn-tsâi,鈍才,25
tūn-kak,鈍角,25
tun-tun,鈍鈍,25
liù-á,鈕仔,25
liú-kun,鈕筋,25
liú-khàu,鈕釦,25
pua̍t-á,鈸仔,25
pu̍t-á,鈸仔,25
tô-jí,鉈子,25
tô-tsí,鉈子,25
khiâm-á,鉗仔,25
khînn-á,鉗仔,25
iân-pau,鉛包,25
iân-tuī,鉛墜,25
iân-tsí,鉛子,25
iân-jī,鉛字,25
iân-sái,鉛屎,25
iân-pán,鉛板,25
iân-tháng,鉛桶,25
iân-tiâu,鉛條,25
iân-to̍k,鉛毒,25
iân-phìnn,鉛片,25
iân-pit,鉛筆,25
iân-hún,鉛粉,25
iân-sng,鉛酸,25
iân-gûn,鉛銀,25
iân-tsînn,鉛錢,25
iân-tâu,鉛骰,25
kau-á,鉤仔,25
kau-uá,鉤倚,25
koo-i̍k,鉤弋,25
koo-lik,鉤栗,25
kau-tháng,鉤桶,25
kau-í,鉤椅,25
kau-siau,鉤消,25
kau-hûn,鉤痕,25
kau-phuà,鉤破,25
kau-nâ,鉤籃,25
kau-tîn,鉤籐,25
kau-hī,鉤耳,25
kau-kóo,鉤股,25
kau-kha,鉤腳,25
kau-ting,鉤釘,25
kau-tiò,鉤釣,25
kau-kau,鉤鉤,25
kau-liâm,鉤鐮,25
kau-tiám,鉤點,25
ka-tsián,鉸剪,25
ka-tuann,鉸單,25
ka-tn̄g,鉸斷,25
ka-sann,鉸衫,25
ka-ka,鉸鉸,25
gûn-tsú,銀主,25
gûn-á,銀仔,25
gûn-tshng,銀倉,25
gûn-kè,銀價,25
gûn-hun,銀分,25
gûn-lī,銀利,25
gûn-tsián,銀剪,25
gûn-tshiōng,銀匠,25
gûn-tshiūnn,銀匠,25
gûn-tông,銀同,25
gûn-tuann,銀單,25
gûn-khì,銀器,25
gûn-tè,銀塊,25
gûn-pó,銀寶,25
gûn-kio̍k,銀局,25
gûn-suann,銀山,25
gûn-siū,銀巢,25
gûn-tué,銀底,25
gun-tiàm,銀店,25
gûn-khòo,銀庫,25
gûn-tíng,銀戥,25
gûn-tsu,銀朱,25
gûn-hīng,銀杏,25
gûn-pue,銀杯,25
gûn-pán,銀板,25
gûn-kun,銀根,25
gûn-tiâu,銀條,25
gûn-kuī,銀櫃,25
gûn-khak,銀殼,25
gûn-tsuí,銀水,25
gûn-hô,銀河,25
gûn-hàn,銀漢,25
gûn-tsiok,銀燭,25
gûn-pâi,銀牌,25
gûn-gû,銀牛,25
gûn-khuân,銀環,25
gûn-pân,銀瓶,25
gûn-tún,銀盾,25
gûn-tsio̍h,銀石,25
gûn-sua,銀砂,25
gûn-tshuì,銀碎,25
gûn-khòng,銀礦,25
gûn-phiò,銀票,25
gûn-po̍h,銀箔,25
gûn-siunn,銀箱,25
gûn-tī,銀箸,25
gûn-hún,銀粉,25
gûn-âng,銀紅,25
gûn-tsuá,銀紙,25
gûn-suànn,銀線,25
gûn-siann,銀聲,25
gûn-mo̍h,銀膜,25
gûn-sik,銀色,25
gûn-tsng,銀莊,25
gûn-hō,銀號,25
gûn-tē,銀袋,25
gûn-hè,銀貨,25
gûn-tsiam,銀針,25
gûn-kau,銀鉤,25
gûn-tiānn,銀錠,25
gûn-tsînn,銀錢,25
gûn-só,銀鎖,25
gûn-liān,銀鏈,25
