hanzi,tl,frequency,poj,tl_num,poj_num,tl_notone,poj_notone
聲音,siann-im,134,siaⁿ-im,siann1im1,siann1im1,siannim,siannim
合,kap,133,kap,kap4,kap4,kap,kap
結果,kiat-kó,126,kiat-kó,kiat4ko2,kiat4ko2,kiatko,kiatko
家庭,ka-tîng,125,ka-têng,ka1ting5,ka1teng5,kating,kateng
活動,ua̍h-tāng,124,oa̍h-tāng,uah8tang7,oah8tang7,uahtang,oahtang
進前,tsìn-tsîng,123,chìn-chêng,tsin3tsing5,chin3cheng5,tsintsing,chincheng
媽祖,má-tsóo,101,má-chó͘,ma2tsoo2,ma2choo2,matsoo,machoo
設計,siat-kè,101,siat-kè,siat4ke3,siat4ke3,siatke,siatke
馬祖,má-tsóo,101,má-chó͘,ma2tsoo2,ma2choo2,matsoo,machoo
作穡,tsoh-sit,100,choh-sit,tsoh4sit4,choh4sit4,tsohsit,chohsit
便所,piān-sóo,100,piān-só͘,pian7soo2,pian7soo2,piansoo,piansoo
停車場,thîng-tshia-tiûnn,100,thêng-chhia-tiûⁿ,thing5tshia1tiunn5,theng5chhia1tiunn5,thingtshiatiunn,thengchhiatiunn
傳統,thuân-thóng,100,thoân-thóng,thuan5thong2,thoan5thong2,thuanthong,thoanthong
公園,kong-hn̂g,100,kong-hn̂g,kong1hng5,kong1hng5,konghng,konghng
參詳,tsham-siông,100,chham-siông,tsham1siong5,chham1siong5,tshamsiong,chhamsiong
唌,siânn,100,siâⁿ,siann5,siann5,siann,siann
基督教,ki-tok-kàu,100,ki-tok-kàu,ki1tok4kau3,ki1tok4kau3,kitokkau,kitokkau
客人,kheh-lâng,100,kheh-lâng,kheh4lang5,kheh4lang5,khehlang,khehlang
工場,kang-tiûnn,100,kang-tiûⁿ,kang1tiunn5,kang1tiunn5,kangtiunn,kangtiunn
弦,hiân,100,hiân,hian5,hian5,hian,hian
性地,sìng-tē,100,sèng-tē,sing3te7,seng3te7,singte,sengte
慣勢,kuàn-sì,100,koàn-sì,kuan3si3,koan3si3,kuansi,koansi
接受,tsiap-siū,100,chiap-siū,tsiap4siu7,chiap4siu7,tsiapsiu,chiapsiu
政治,tsìng-tī,100,chèng-tī,tsing3ti7,cheng3ti7,tsingti,chengti
教育,kàu-io̍k,100,kàu-io̍k,kau3iok8,kau3iok8,kauiok,kauiok
新聞,sin-bûn,100,sin-bûn,sin1bun5,sin1bun5,sinbun,sinbun
智識,tì-sik,100,tì-sek,ti3sik4,ti3sek4,tisik,tisek
東南亞,tang-lâm-a,100,tang-lâm-a,tang1lam5a1,tang1lam5a1,tanglama,tanglama
樹仔,tshiū-á,100,chhiū-á,tshiu7a2,chhiu7a2,tshiua,chhiua
民主,bîn-tsú,100,bîn-chú,bin5tsu2,bin5chu2,bintsu,binchu
法律,huat-lu̍t,100,hoat-lu̍t,huat4lut8,hoat4lut8,huatlut,hoatlut
現象,hiān-siōng,100,hiān-siōng,hian7siong7,hian7siong7,hiansiong,hiansiong
症頭,tsìng-thâu,100,chèng-thâu,tsing3thau5,cheng3thau5,tsingthau,chengthau
相仝,sio-kâng,100,sio-kâng,sio1kang5,sio1kang5,siokang,siokang
相仝,sio-kāng,100,sio-kāng,sio1kang7,sio1kang7,siokang,siokang
科技,kho-ki,100,kho-ki,kho1ki1,kho1ki1,khoki,khoki
秒,bió,100,bió,bio2,bio2,bio,bio
稈,kuáinn,100,koáiⁿ,kuainn2,koainn2,kuainn,koainn
紅燈,âng-ting,100,âng-teng,ang5ting1,ang5teng1,angting,angteng
經驗,king-giām,100,keng-giām,king1giam7,keng1giam7,kinggiam,kenggiam
網路,bāng-lōo,100,bāng-lō͘,bang7loo7,bang7loo7,bangloo,bangloo
膋,lâ,100,lâ,la5,la5,la,la
英語,ing-gí,100,eng-gí,ing1gi2,eng1gi2,inggi,enggi
葉仔,hio̍h-á,100,hio̍h-á,hioh8a2,hioh8a2,hioha,hioha
討論,thó-lūn,100,thó-lūn,tho2lun7,tho2lun7,tholun,tholun
語言,gí-giân,100,gí-giân,gi2gian5,gi2gian5,gigian,gigian
諞,pián,100,pián,pian2,pian2,pian,pian
速度,sok-tōo,100,sok-tō͘,sok4too7,sok4too7,soktoo,soktoo
遊戲,iû-hì,100,iû-hì,iu5hi3,iu5hi3,iuhi,iuhi
野球,iá-kiû,100,iá-kiû,ia2kiu5,ia2kiu5,iakiu,iakiu
銀行,gîn-hâng,100,gîn-hâng,gin5hang5,gin5hang5,ginhang,ginhang
霜,song,100,song,song1,song1,song,song
音樂,im-ga̍k,100,im-ga̍k,im1gak8,im1gak8,imgak,imgak
鬧熱,lāu-jia̍t,100,lāu-jia̍t,lau7jiat8,lau7jiat8,laujiat,laujiat
鰓,tshi,100,chhi,tshi1,chhi1,tshi,chhi
點鐘,tiám-tsing,100,tiám-cheng,tiam2tsing1,tiam2cheng1,tiamtsing,tiamcheng
匾,pián,50,pián,pian2,pian2,pian,pian
卵,luán,50,loán,luan2,loan2,luan,loan
坪,phiânn,50,phiâⁿ,phiann5,phiann5,phiann,phiann
弧,hôo,50,hô͘,hoo5,hoo5,hoo,hoo
砷,sin,50,sin,sin1,sin1,sin,sin
磁,tsû,50,chû,tsu5,chu5,tsu,chu
礬,huân,50,hoân,huan5,hoan5,huan,hoan
笙,sing,50,seng,sing1,seng1,sing,seng
箏,tsing,50,cheng,tsing1,cheng1,tsing,cheng
芟,sing,50,seng,sing1,seng1,sing,seng
莖,king,50,keng,king1,keng1,king,keng
虹,khīng,50,khēng,khing7,kheng7,khing,kheng
蛹,ióng,50,ióng,iong2,iong2,iong,iong
鈔,tshau,50,chhau,tshau1,chhau1,tshau,chhau
鉻,kok,50,kok,kok4,kok4,kok,kok
霾,bâi,50,bâi,bai5,bai5,bai,bai
鰭,kî,50,kî,ki5,ki5,ki,ki
尾仔,bué-á,30,bóe-á,bue2a2,boe2a2,buea,boea
bàng-gà,bàng-gà,25,bàng-gà,bang3ga3,bang3ga3,bangga,bangga
gì-tà,gì-tà,25,gì-tà,gi3ta3,gi3ta3,gita,gita
gí仔,gí-á,25,gí-á,gi2a2,gi2a2,gia,gia
góo-lòo,góo-lòo,25,gó͘-lò͘,goo2loo3,goo2loo3,gooloo,gooloo
hi̍t-á,hi̍t-á,25,hi̍t-á,hit8a2,hit8a2,hita,hita
há-ti,há-ti,25,há-ti,ha2ti1,ha2ti1,hati,hati
ió-gà,ió-gà,25,ió-gà,io2ga3,io2ga3,ioga,ioga
iú-lih,iú-lih,25,iú-lih,iu2lih4,iu2lih4,iulih,iulih
mài-kuh,mài-kuh,25,mài-kuh,mai3kuh4,mai3kuh4,maikuh,maikuh
mè-sù,mè-sù,25,mè-sù,me3su3,me3su3,mesu,mesu
mí-lih,mí-lih,25,mí-lih,mi2lih4,mi2lih4,milih,milih
mòo-tà,mòo-tà,25,mò͘-tà,moo3ta3,moo3ta3,moota,moota
phi̋n-phóng,phi̋n-phóng,25,phĭn-phóng,phin1phong2,phin9phong2,phinphong,phinphong
sa̋n-sín,sa̋n-sín,25,săn-sín,san1sin2,san9sin2,sansin,sansin
sàng-sòo,sàng-sòo,25,sàng-sò͘,sang3soo3,sang3soo3,sangsoo,sangsoo
àu-tsirh,àu-tsirh,25,àu-chirh,au3tsirh4,au3chirh4,autsirh,auchirh
àu-tsuh,àu-tsuh,25,àu-chuh,au3tsuh4,au3chuh4,autsuh,auchuh
䖙鉤,the-kau,25,the-kau,the1kau1,the1kau1,thekau,thekau
䖙鉤,thenn-kau,25,theⁿ-kau,thenn1kau1,thenn1kau1,thennkau,thennkau
七律,tshit-lu̍t,25,chhit-lu̍t,tshit4lut8,chhit4lut8,tshitlut,chhitlut
七言,tshit-giân,25,chhit-giân,tshit4gian5,chhit4gian5,tshitgian,chhitgian
三拍,sam-phik,25,sam-phek,sam1phik4,sam1phek4,samphik,samphek
三拍,sann-phik,25,saⁿ-phek,sann1phik4,sann1phek4,sannphik,sannphek
三絃,sam-hiân,25,sam-hiân,sam1hian5,sam1hian5,samhian,samhian
上殕,tshiūnn-phú,25,chhiūⁿ-phú,tshiunn7phu2,chhiunn7phu2,tshiunnphu,chhiunnphu
上游,siōng-iû,25,siōng-iû,siong7iu5,siong7iu5,siongiu,siongiu
上籃,tsiūnn-nâ,25,chiūⁿ-nâ,tsiunn7na5,chiunn7na5,tsiunnna,chiunnna
上聲,sióng-siann,25,sióng-siaⁿ,siong2siann1,siong2siann1,siongsiann,siongsiann
上聲,siōng-siann,25,siōng-siaⁿ,siong7siann1,siong7siann1,siongsiann,siongsiann
上聲,tsiūnn-siann,25,chiūⁿ-siaⁿ,tsiunn7siann1,chiunn7siann1,tsiunnsiann,chiunnsiann
下游,hā-iû,25,hā-iû,ha7iu5,ha7iu5,haiu,haiu
丙酮,piánn-tông,25,piáⁿ-tông,piann2tong5,piann2tong5,pianntong,pianntong
並聯,pīng-liân,25,pēng-liân,ping7lian5,peng7lian5,pinglian,penglian
中子,tiong-tsú,25,tiong-chú,tiong1tsu2,tiong1chu2,tiongtsu,tiongchu
中板,tiong-pán,25,tiong-pán,tiong1pan2,tiong1pan2,tiongpan,tiongpan
中游,tiong-iû,25,tiong-iû,tiong1iu5,tiong1iu5,tiongiu,tiongiu
中笙,tiong-sing,25,tiong-seng,tiong1sing1,tiong1seng1,tiongsing,tiongseng
中胡,tiong-ôo,25,tiong-ô͘,tiong1oo5,tiong1oo5,tiongoo,tiongoo
中藥,tiong-io̍h,25,tiong-io̍h,tiong1ioh8,tiong1ioh8,tiongioh,tiongioh
中醫,tiong-i,25,tiong-i,tiong1i1,tiong1i1,tiongi,tiongi
中鋒,tiong-hong,25,tiong-hong,tiong1hong1,tiong1hong1,tionghong,tionghong
串聯,tshuàn-liân,25,chhoàn-liân,tshuan3lian5,chhoan3lian5,tshuanlian,chhoanlian
主旨,tsú-tsí,25,chú-chí,tsu2tsi2,chu2chi2,tsutsi,chuchi
主機,tsú-ki,25,chú-ki,tsu2ki1,chu2ki1,tsuki,chuki
主權,tsú-khuân,25,chú-khoân,tsu2khuan5,chu2khoan5,tsukhuan,chukhoan
主權,tsú-kuân,25,chú-koân,tsu2kuan5,chu2koan5,tsukuan,chukoan
主語,tsú-gí,25,chú-gí,tsu2gi2,chu2gi2,tsugi,chugi
主音,tsú-im,25,chú-im,tsu2im1,chu2im1,tsuim,chuim
乘式,sîng-sik,25,sêng-sek,sing5sik4,seng5sek4,singsik,sengsek
乘數,sîng-sòo,25,sêng-sò͘,sing5soo3,seng5soo3,singsoo,sengsoo
乘法,sîng-huat,25,sêng-hoat,sing5huat4,seng5hoat4,singhuat,senghoat
乘積,sîng-tsik,25,sêng-chek,sing5tsik4,seng5chek4,singtsik,sengchek
乘號,sîng-hō,25,sêng-hō,sing5ho7,seng5ho7,singho,sengho
乙醇,it-sûn,25,it-sûn,it4sun5,it4sun5,itsun,itsun
二絃,jī-hiân,25,jī-hiân,ji7hian5,ji7hian5,jihian,jihian
二胡,jī-ôo,25,jī-ô͘,ji7oo5,ji7oo5,jioo,jioo
互生,hōo-sing,25,hō͘-seng,hoo7sing1,hoo7seng1,hoosing,hooseng
互補,hōo-póo,25,hō͘-pó͘,hoo7poo2,hoo7poo2,hoopoo,hoopoo
互質,hōo-tsit,25,hō͘-chit,hoo7tsit4,hoo7chit4,hootsit,hoochit
互逆,hōo-gi̍k,25,hō͘-ge̍k,hoo7gik8,hoo7gek8,hoogik,hoogek
互餘,hōo-î,25,hō͘-î,hoo7i5,hoo7i5,hooi,hooi
互餘,hōo-û,25,hō͘-û,hoo7u5,hoo7u5,hoou,hoou
五官,ngóo-kuan,25,ngó͘-koan,ngoo2kuan1,ngoo2koan1,ngookuan,ngookoan
五律,ngóo-lu̍t,25,ngó͘-lu̍t,ngoo2lut8,ngoo2lut8,ngoolut,ngoolut
五經,ngóo-king,25,ngó͘-keng,ngoo2king1,ngoo2keng1,ngooking,ngookeng
五言,ngóo-giân,25,ngó͘-giân,ngoo2gian5,ngoo2gian5,ngoogian,ngoogian
亞運,a-ūn,25,a-ūn,a1un7,a1un7,aun,aun
交尾,kau-bué,25,kau-bóe,kau1bue2,kau1boe2,kaubue,kauboe
交配,kau-phuè,25,kau-phòe,kau1phue3,kau1phoe3,kauphue,kauphoe
京戲,kiann-hì,25,kiaⁿ-hì,kiann1hi3,kiann1hi3,kiannhi,kiannhi
亳米,hô-bí,25,hô-bí,ho5bi2,ho5bi2,hobi,hobi
人物,jîn-bu̍t,25,jîn-bu̍t,jin5but8,jin5but8,jinbut,jinbut
人稱,jîn-tshing,25,jîn-chheng,jin5tshing1,jin5chheng1,jintshing,jinchheng
人聲,lâng-siann,25,lâng-siaⁿ,lang5siann1,lang5siann1,langsiann,langsiann
人際,jîn-tsè,25,jîn-chè,jin5tse3,jin5che3,jintse,jinche
仝勻,kāng-ûn,25,kāng-ûn,kang7un5,kang7un5,kangun,kangun
仝沿,kāng-iân,25,kāng-iân,kang7ian5,kang7ian5,kangian,kangian
仝輩,kāng-puè,25,kāng-pòe,kang7pue3,kang7poe3,kangpue,kangpoe
代入,tāi-ji̍p,25,tāi-ji̍p,tai7jip8,tai7jip8,taijip,taijip
代數,tāi-sòo,25,tāi-sò͘,tai7soo3,tai7soo3,taisoo,taisoo
仰角,gióng-kak,25,gióng-kak,giong2kak4,giong2kak4,giongkak,giongkak
估算,kóo-sǹg,25,kó͘-sǹg,koo2sng3,koo2sng3,koosng,koosng
伴奏,phuānn-tsàu,25,phōaⁿ-chàu,phuann7tsau3,phoann7chau3,phuanntsau,phoannchau
佃戶,tiān-hōo,25,tiān-hō͘,tian7hoo7,tian7hoo7,tianhoo,tianhoo
佈田,pòo-tshân,25,pò͘-chhân,poo3tshan5,poo3chhan5,pootshan,poochhan
位值,uī-ta̍t,25,ūi-ta̍t,ui7tat8,ui7tat8,uitat,uitat
位數,uī-sòo,25,ūi-sò͘,ui7soo3,ui7soo3,uisoo,uisoo
低沉,kē-tîm,25,kē-tîm,ke7tim5,ke7tim5,ketim,ketim
低碳,kē-thuànn,25,kē-thòaⁿ,ke7thuann3,ke7thoann3,kethuann,kethoann
低笙,kē-sing,25,kē-seng,ke7sing1,ke7seng1,kesing,keseng
作家,tsok-ka,25,chok-ka,tsok4ka1,chok4ka1,tsokka,chokka
作曲,tsok-khik,25,chok-khek,tsok4khik4,chok4khek4,tsokkhik,chokkhek
作畫,tsok-uē,25,chok-ōe,tsok4ue7,chok4oe7,tsokue,chokoe
作詞,tsok-sû,25,chok-sû,tsok4su5,chok4su5,tsoksu,choksu
併步,pìng-pōo,25,pèng-pō͘,ping3poo7,peng3poo7,pingpoo,pengpoo
來洗,lâi-sé,25,lâi-sé,lai5se2,lai5se2,laise,laise
例字,lē-jī,25,lē-jī,le7ji7,le7ji7,leji,leji
侵蝕,tshim-si̍t,25,chhim-si̍t,tshim1sit8,chhim1sit8,tshimsit,chhimsit
俗名,sio̍k-miâ,25,sio̍k-miâ,siok8mia5,siok8mia5,siokmia,siokmia
俗語,sio̍k-gí,25,sio̍k-gí,siok8gi2,siok8gi2,siokgi,siokgi
俗麭,siok-pháng,25,siok-pháng,siok4phang2,siok4phang2,siokphang,siokphang
俗麭,sio̍k-pháng,25,sio̍k-pháng,siok8phang2,siok8phang2,siokphang,siokphang
保溫,pó-un,25,pó-un,po2un1,po2un1,poun,poun
保育,pó-io̍k,25,pó-io̍k,po2iok8,po2iok8,poiok,poiok
修辭,siu-sû,25,siu-sû,siu1su5,siu1su5,siusu,siusu
修飾,siu-sik,25,siu-sek,siu1sik4,siu1sek4,siusik,siusek
倉儲,tshng-tû,25,chhng-tû,tshng1tu5,chhng1tu5,tshngtu,chhngtu
個位,kò-uī,25,kò-ūi,ko3ui7,ko3ui7,koui,koui
個性,kò-sìng,25,kò-sèng,ko3sing3,ko3seng3,kosing,koseng
個數,kò-sòo,25,kò-sò͘,ko3soo3,ko3soo3,kosoo,kosoo
倍式,puē-sik,25,pōe-sek,pue7sik4,poe7sek4,puesik,poesek
倍數,puē-sòo,25,pōe-sò͘,pue7soo3,poe7soo3,puesoo,poesoo
倍率,puē-lu̍t,25,pōe-lu̍t,pue7lut8,poe7lut8,puelut,poelut
倒拋,tò-pha,25,tò-pha,to3pha1,to3pha1,topha,topha
倒敘,tò-sū,25,tò-sū,to3su7,to3su7,tosu,tosu
倒照,tò-tsiò,25,tò-chiò,to3tsio3,to3chio3,totsio,tochio
倭寇,o-khòo,25,o-khò͘,o1khoo3,o1khoo3,okhoo,okhoo
倭番,ue-huan,25,oe-hoan,ue1huan1,oe1hoan1,uehuan,oehoan
值班,ti̍t-pan,25,ti̍t-pan,tit8pan1,tit8pan1,titpan,titpan
假借,ká-tsioh,25,ká-chioh,ka2tsioh4,ka2chioh4,katsioh,kachioh
偏折,phian-tsiat,25,phian-chiat,phian1tsiat4,phian1chiat4,phiantsiat,phianchiat
偏轉,phian-tsuán,25,phian-choán,phian1tsuan2,phian1choan2,phiantsuan,phianchoan
做數,tsò-sòo,25,chò-sò͘,tso3soo3,cho3soo3,tsosoo,chosoo
做文,tsò-bûn,25,chò-bûn,tso3bun5,cho3bun5,tsobun,chobun
停頓,thîng-tùn,25,thêng-tùn,thing5tun3,theng5tun3,thingtun,thengtun
健美,kiān-bí,25,kiān-bí,kian7bi2,kian7bi2,kianbi,kianbi
側芽,tshik-gê,25,chhek-gê,tshik4ge5,chhek4ge5,tshikge,chhekge
側踢,tshik-that,25,chhek-that,tshik4that4,chhek4that4,tshikthat,chhekthat
偷渡,thau-tōo,25,thau-tō͘,thau1too7,thau1too7,thautoo,thautoo
偽造,guī-tsō,25,gūi-chō,gui7tso7,gui7cho7,guitso,guicho
備份,pī-hūn,25,pī-hūn,pi7hun7,pi7hun7,pihun,pihun
傳唱,thuân-tshiùnn,25,thoân-chhiùⁿ,thuan5tshiunn3,thoan5chhiunn3,thuantshiunn,thoanchhiunn
傳導,thuân-tō,25,thoân-tō,thuan5to7,thoan5to7,thuanto,thoanto
傳染,thuân-jiám,25,thoân-jiám,thuan5jiam2,thoan5jiam2,thuanjiam,thoanjiam
傳球,thuân-kiû,25,thoân-kiû,thuan5kiu5,thoan5kiu5,thuankiu,thoankiu
傳真,thuân-tsin,25,thoân-chin,thuan5tsin1,thoan5chin1,thuantsin,thoanchin
傳種,thn̂g-tsíng,25,thn̂g-chéng,thng5tsing2,thng5cheng2,thngtsing,thngcheng
傳粉,thuân-hún,25,thoân-hún,thuan5hun2,thoan5hun2,thuanhun,thoanhun
傳記,tuān-kì,25,toān-kì,tuan7ki3,toan7ki3,tuanki,toanki
傷口,siong-kháu,25,siong-kháu,siong1khau2,siong1khau2,siongkhau,siongkhau
傷風,siong-hong,25,siong-hong,siong1hong1,siong1hong1,sionghong,sionghong
儀器,gî-khì,25,gî-khì,gi5khi3,gi5khi3,gikhi,gikhi
億位,ik-uī,25,ek-ūi,ik4ui7,ek4ui7,ikui,ekui
優點,iu-tiám,25,iu-tiám,iu1tiam2,iu1tiam2,iutiam,iutiam
兆位,tiāu-uī,25,tiāu-ūi,tiau7ui7,tiau7ui7,tiauui,tiauui
先後,sian-hiō,25,sian-hiō,sian1hio7,sian1hio7,sianhio,sianhio
先後,sian-hōo,25,sian-hō͘,sian1hoo7,sian1hoo7,sianhoo,sianhoo
先民,sian-bîn,25,sian-bîn,sian1bin5,sian1bin5,sianbin,sianbin
光圈,kng-khuan,25,kng-khoan,kng1khuan1,kng1khoan1,kngkhuan,kngkhoan
光學,kong-ha̍k,25,kong-ha̍k,kong1hak8,kong1hak8,konghak,konghak
光害,kng-hāi,25,kng-hāi,kng1hai7,kng1hai7,knghai,knghai
光害,kong-hāi,25,kong-hāi,kong1hai7,kong1hai7,konghai,konghai
光度,kng-tōo,25,kng-tō͘,kng1too7,kng1too7,kngtoo,kngtoo
光星,kng-tshenn,25,kng-chheⁿ,kng1tshenn1,kng1chhenn1,kngtshenn,kngchhenn
光束,kng-sok,25,kng-sok,kng1sok4,kng1sok4,kngsok,kngsok
光源,kng-guân,25,kng-goân,kng1guan5,kng1goan5,kngguan,knggoan
光碟,kong-tia̍p,25,kong-tia̍p,kong1tiap8,kong1tiap8,kongtiap,kongtiap
光能,kng-lîng,25,kng-lêng,kng1ling5,kng1leng5,kngling,kngleng
入聲,ji̍p-siann,25,ji̍p-siaⁿ,jip8siann1,jip8siann1,jipsiann,jipsiann
內心,lāi-sim,25,lāi-sim,lai7sim1,lai7sim1,laisim,laisim
內海,lāi-hái,25,lāi-hái,lai7hai2,lai7hai2,laihai,laihai
內臟,lāi-tsōng,25,lāi-chōng,lai7tsong7,lai7chong7,laitsong,laichong
內角,lāi-kak,25,lāi-kak,lai7kak4,lai7kak4,laikak,laikak
內陸,lāi-lio̍k,25,lāi-lio̍k,lai7liok8,lai7liok8,lailiok,lailiok
全文,tsuân-bûn,25,choân-bûn,tsuan5bun5,choan5bun5,tsuanbun,choanbun
全音,tsuân-im,25,choân-im,tsuan5im1,choan5im1,tsuanim,choanim
兩拍,nn̄g-phik,25,nn̄g-phek,nng7phik4,nng7phek4,nngphik,nngphek
八音,pat-im,25,pat-im,pat4im1,pat4im1,patim,patim
公丈,kong-tn̄g,25,kong-tn̄g,kong1tng7,kong1tng7,kongtng,kongtng
公兩,kong-niú,25,kong-niú,kong1niu2,kong1niu2,kongniu,kongniu
公勺,kong-sia̍h,25,kong-sia̍h,kong1siah8,kong1siah8,kongsiah,kongsiah
公合,kong-kap,25,kong-kap,kong1kap4,kong1kap4,kongkap,kongkap
公告,kong-kò,25,kong-kò,kong1ko3,kong1ko3,kongko,kongko
公噸,kong-tùn,25,kong-tùn,kong1tun3,kong1tun3,kongtun,kongtun
公寸,kong-tshùn,25,kong-chhùn,kong1tshun3,kong1chhun3,kongtshun,kongchhun
公差,kong-tsha,25,kong-chha,kong1tsha1,kong1chha1,kongtsha,kongchha
公廳,kong-thiann,25,kong-thiaⁿ,kong1thiann1,kong1thiann1,kongthiann,kongthiann
公式,kong-sik,25,kong-sek,kong1sik4,kong1sek4,kongsik,kongsek
公引,kong-ín,25,kong-ín,kong1in2,kong1in2,kongin,kongin
公撮,kong-tshok,25,kong-chhok,kong1tshok4,kong1chhok4,kongtshok,kongchhok
公擔,kong-tànn,25,kong-tàⁿ,kong1tann3,kong1tann3,kongtann,kongtann
公斗,kong-táu,25,kong-táu,kong1tau2,kong1tau2,kongtau,kongtau
公毫,kong-hô,25,kong-hô,kong1ho5,kong1ho5,kongho,kongho
公畝,kong-bóo,25,kong-bó͘,kong1boo2,kong1boo2,kongboo,kongboo
公石,kong-tsio̍h,25,kong-chio̍h,kong1tsioh8,kong1chioh8,kongtsioh,kongchioh
公秉,kong-píng,25,kong-péng,kong1ping2,kong1peng2,kongping,kongpeng
公絲,kong-si,25,kong-si,kong1si1,kong1si1,kongsi,kongsi
公花,kang-hue,25,kang-hoe,kang1hue1,kang1hoe1,kanghue,kanghoe
公衡,kong-hîng,25,kong-hêng,kong1hing5,kong1heng5,konghing,kongheng
公錢,kong-tsînn,25,kong-chîⁿ,kong1tsinn5,kong1chinn5,kongtsinn,kongchinn
公頃,kong-khíng,25,kong-khéng,kong1khing2,kong1kheng2,kongkhing,kongkheng
六書,lio̍k-su,25,lio̍k-su,liok8su1,liok8su1,lioksu,lioksu
典故,tián-kòo,25,tián-kò͘,tian2koo3,tian2koo3,tiankoo,tiankoo
冊名,tsheh-miâ,25,chheh-miâ,tsheh4mia5,chheh4mia5,tshehmia,chhehmia
冊櫥,tsheh-tû,25,chheh-tû,tsheh4tu5,chheh4tu5,tshehtu,chhehtu
冒號,mōo-hō,25,mō͘-hō,moo7ho7,moo7ho7,mooho,mooho
冬季,tang-kuì,25,tang-kùi,tang1kui3,tang1kui3,tangkui,tangkui
冰晶,ping-tsing,25,peng-cheng,ping1tsing1,peng1cheng1,pingtsing,pengcheng
冰雕,ping-tiau,25,peng-tiau,ping1tiau1,peng1tiau1,pingtiau,pengtiau
冷鋒,líng-hong,25,léng-hong,ling2hong1,leng2hong1,linghong,lenghong
凍塗,tòng-thôo,25,tòng-thô͘,tong3thoo5,tong3thoo5,tongthoo,tongthoo
刀板,to-pán,25,to-pán,to1pan2,to1pan2,topan,topan
刀痕,to-hûn,25,to-hûn,to1hun5,to1hun5,tohun,tohun
刀路,to-lōo,25,to-lō͘,to1loo7,to1loo7,toloo,toloo
刀鋩,to-mê,25,to-mê,to1me5,to1me5,tome,tome
分子,hun-tsú,25,hun-chú,hun1tsu2,hun1chu2,huntsu,hunchu
分擔,hun-tam,25,hun-tam,hun1tam1,hun1tam1,huntam,huntam
分數,hun-sòo,25,hun-sò͘,hun1soo3,hun1soo3,hunsoo,hunsoo
分母,hun-bó,25,hun-bó,hun1bo2,hun1bo2,hunbo,hunbo
分母,hun-bú,25,hun-bú,hun1bu2,hun1bu2,hunbu,hunbu
分號,hun-hō,25,hun-hō,hun1ho7,hun1ho7,hunho,hunho
分解,hun-kái,25,hun-kái,hun1kai2,hun1kai2,hunkai,hunkai
分說,hun-suat,25,hun-soat,hun1suat4,hun1soat4,hunsuat,hunsoat
分貝,hun-puè,25,hun-pòe,hun1pue3,hun1poe3,hunpue,hunpoe
分速,hun-sok,25,hun-sok,hun1sok4,hun1sok4,hunsok,hunsok
分針,hun-tsiam,25,hun-chiam,hun1tsiam1,hun1chiam1,huntsiam,hunchiam
列式,lia̍t-sik,25,lia̍t-sek,liat8sik4,liat8sek4,liatsik,liatsek
刻度,khik-tōo,25,khek-tō͘,khik4too7,khek4too7,khiktoo,khektoo
前後,tsîng-āu,25,chêng-āu,tsing5au7,cheng5au7,tsingau,chengau
前蛹,tsiân-ióng,25,chiân-ióng,tsian5iong2,chian5iong2,tsianiong,chianiong
前踢,tsîng-that,25,chêng-that,tsing5that4,cheng5that4,tsingthat,chengthat
前項,tsîng-hāng,25,chêng-hāng,tsing5hang7,cheng5hang7,tsinghang,chenghang
剪紙,tsián-tsuá,25,chián-chóa,tsian2tsua2,chian2choa2,tsiantsua,chianchoa
剪裁,tsián-tshâi,25,chián-chhâi,tsian2tshai5,chian2chhai5,tsiantshai,chianchhai
剪輯,tsián-tsi̍p,25,chián-chi̍p,tsian2tsip8,chian2chip8,tsiantsip,chianchip
割讓,kuah-niū,25,koah-niū,kuah4niu7,koah4niu7,kuahniu,koahniu
創作,tshòng-tsok,25,chhòng-chok,tshong3tsok4,chhong3chok4,tshongtsok,chhongchok
創意,tshòng-ì,25,chhòng-ì,tshong3i3,chhong3i3,tshongi,chhongi
剾仔,khau-á,25,khau-á,khau1a2,khau1a2,khaua,khaua
剾刀,khau-to,25,khau-to,khau1to1,khau1to1,khauto,khauto
劇場,kio̍k-tiûnn,25,kio̍k-tiûⁿ,kiok8tiunn5,kiok8tiunn5,kioktiunn,kioktiunn
劇場,ki̍k-tiûnn,25,ke̍k-tiûⁿ,kik8tiunn5,kek8tiunn5,kiktiunn,kektiunn
劇情,kio̍k-tsîng,25,kio̍k-chêng,kiok8tsing5,kiok8cheng5,kioktsing,kiokcheng
劇情,ki̍k-tsîng,25,ke̍k-chêng,kik8tsing5,kek8cheng5,kiktsing,kekcheng
功夫,kang-hu,25,kang-hu,kang1hu1,kang1hu1,kanghu,kanghu
加侖,ka-lûn,25,ka-lûn,ka1lun5,ka1lun5,kalun,kalun
加成,ka-siânn,25,ka-siâⁿ,ka1siann5,ka1siann5,kasiann,kasiann
加數,ka-sòo,25,ka-sò͘,ka1soo3,ka1soo3,kasoo,kasoo
加法,ka-huat,25,ka-hoat,ka1huat4,ka1hoat4,kahuat,kahoat
加減,ka-kiám,25,ka-kiám,ka1kiam2,ka1kiam2,kakiam,kakiam
加號,ka-hō,25,ka-hō,ka1ho7,ka1ho7,kaho,kaho
